customer_id,region,loan_amount,loan_purpose,credit_score,monthly_income,existing_loans,loan_tenure,default_risk,late_payment_flag
298,East,62560.197442050885,Small Business,596.6449288037929,41837.672379138894,4,12,1,0
299,North,45693.421054040395,Education,770.0221728452145,23672.917925245336,2,14,0,0
300,West,7575.131971942144,Agriculture,344.6375870185932,25443.445501443774,2,40,1,1
301,North,79432.64274585134,Small Business,764.0308218909367,42349.97271176711,4,25,0,1
302,North,5998.756331457082,Agriculture,461.3120592648522,12981.504689887988,2,56,0,1
303,East,77379.53996586098,Education,660.1706169425006,14913.992050778854,2,45,0,1
304,South,89863.92690987166,Small Business,322.0708339930407,19162.770817811677,2,33,0,0
305,South,46119.792500431366,Agriculture,635.2697129669804,40468.05646250259,4,47,0,0
306,North,55876.534944290834,Agriculture,694.4994290530348,21769.319721563723,4,26,0,0
307,West,50313.422298677106,Small Business,502.81261797809117,21117.569372634272,1,48,0,0
308,South,41974.81876922669,Education,418.47588789417716,49946.73553648588,4,21,1,1
309,West,89305.33086018423,Personal,595.6968721319497,22271.276439476576,1,20,0,1
310,South,89923.6835136491,Agriculture,758.2549424396057,16149.674134201414,4,46,0,1
311,West,36902.554640945775,Education,477.95104706315794,33044.61551904245,3,57,0,1
312,East,63431.626631396306,Small Business,438.85811363670376,41084.59783797504,1,53,0,0
313,West,93056.21840385708,Agriculture,453.41441975072826,8132.352517542167,2,28,0,1
314,East,96395.55739942839,Agriculture,822.0226841041655,32850.150401231374,3,58,0,0
315,East,53351.108840094515,Agriculture,497.6023036705078,6608.095514610114,4,29,0,1
316,West,48018.35650201105,Education,301.98233193855793,28684.955794078305,4,36,0,0
317,East,31475.960013209948,Agriculture,729.9246643777908,16564.620369101413,3,46,0,0
318,North,96092.82795308896,Agriculture,684.6011374344646,18798.87639529336,0,27,0,0
319,East,18567.3589249224,Small Business,370.7125455316329,26019.31837920722,2,56,0,0
320,South,60083.80972453387,Agriculture,841.6973370242018,46719.835733551416,1,36,0,0
321,West,31842.275414270694,Education,634.4342569178111,36980.02879645444,3,27,0,0
322,North,31505.787583040677,Small Business,575.4287200173308,47158.05183280234,1,52,0,1
323,West,43472.01580073791,Personal,510.22059719259005,34698.695205140495,4,35,0,1
324,South,99885.32890248718,Small Business,794.2700155600008,5319.848618953685,0,23,0,0
325,South,10221.799149783095,Agriculture,434.1799147802098,16951.333880645492,0,46,0,1
326,South,59961.47272933549,Personal,457.172895120946,45759.76599741683,1,20,0,1
327,East,12844.35501335133,Small Business,367.3259436776118,33955.04844354851,4,59,0,0
328,East,19679.4788490993,Agriculture,717.515502571343,49174.12564566237,0,48,0,0
329,West,46758.47946842537,Small Business,627.5521042232193,12018.380864823303,2,43,0,1
330,West,53493.712477911926,Education,634.9863930899741,18353.652489793374,4,30,1,1
331,North,29585.27879462978,Agriculture,420.158737060705,21306.544678266633,3,33,0,0
332,North,35063.42743306953,Education,658.1426140198962,19695.101817528976,3,56,0,0
333,West,13261.866924313641,Agriculture,721.0021459857752,16339.618856744628,3,45,1,1
334,East,33805.879465203805,Education,496.8386918991291,24955.957209055003,2,30,0,0
335,South,96823.05174115169,Personal,740.7409291789418,33903.4155516217,4,23,0,0
336,West,94747.20125888576,Education,491.8348236926115,19006.561529901323,1,29,1,0
337,North,36813.43756301358,Small Business,716.9761538301082,8586.496549141506,1,16,0,0
338,East,59231.12394648235,Agriculture,318.55155910174545,36883.96371019235,4,37,0,0
339,West,91411.56215553971,Small Business,603.140530810509,25655.74501015709,2,38,0,0
340,West,5587.463150885184,Education,833.2396083519376,30041.703774052843,4,31,1,1
341,East,82014.93918207123,Agriculture,839.6845303753149,25493.029572376177,1,19,0,0
342,West,95095.1075149473,Education,454.9639180879573,45066.08765547096,4,27,0,0
343,East,13675.94476168792,Personal,542.7695000941956,30143.5248724871,3,13,0,1
